"Product_Name","GPU_Chip","Released","Bus","Memory","GPU_clock","Memory_clock","Shaders.TMUs.ROPs","Manufacturer","Classification"
"GeForce GTS 450 OEM","GF106","Oct 2010","PCIe 2.0 x16","1536 MB, GDDR5, 192 bit","790 MHz","1000 MHz","144 / 24 / 24","NVIDIA","Desktop"
"GeForce GTX 460 OEM","GF104","Oct 2010","PCIe 2.0 x16","1024 MB, GDDR5, 256 bit","650 MHz","850 MHz","336 / 56 / 32","NVIDIA","Desktop"
"GeForce GTS 450","GF106","Sep 2010","PCIe 2.0 x16","1024 MB, GDDR5, 128 bit","783 MHz","902 MHz","192 / 32 / 16","NVIDIA","Desktop"
"GeForce 405 OEM","GT216","Sep 2010","PCIe 2.0 x16","512 MB, DDR3, 64 bit","475 MHz","800 MHz","48 / 16 / 8","NVIDIA","Desktop"
"GeForce 405 OEM","GT218","Sep 2010","PCIe 2.0 x16","512 MB, DDR3, 64 bit","589 MHz","790 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce GT 415 OEM","GT216","Sep 2010","PCIe 2.0 x16","512 MB, DDR3, 128 bit","625 MHz","333 MHz","48 / 16 / 8","NVIDIA","Desktop"
"GeForce GT 420 OEM","GF108","Sep 2010","PCIe 2.0 x16","1048 MB, DDR3, 128 bit","700 MHz","900 MHz","48 / 4 / 4","NVIDIA","Desktop"
"GeForce 8400 GS Rev. 3","GT218","Jul 2010","PCIe 2.0 x16","512 MB, DDR2, 64 bit","520 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce GTX 460","GF104","Jul 2010","PCIe 2.0 x16","1024 MB, GDDR5, 256 bit","675 MHz","900 MHz","336 / 56 / 32","NVIDIA","Desktop"
"GeForce GTX 460","GF104","Jul 2010","PCIe 2.0 x16","768 MB, GDDR5, 192 bit","675 MHz","900 MHz","336 / 56 / 24","NVIDIA","Desktop"
"GeForce GTX 465","GF100","May 2010","PCIe 2.0 x16","1024 MB, GDDR5, 256 bit","608 MHz","802 MHz","352 / 44 / 32","NVIDIA","Desktop"
"GeForce 9500 GT Mac Edition","G96C","May 2010","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","550 MHz","800 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 315 OEM","GT216","Mar 2010","PCIe 2.0 x16","512 MB, DDR3, 64 bit","475 MHz","790 MHz","48 / 16 / 8","NVIDIA","Desktop"
"GeForce GTX 470","GF100","Mar 2010","PCIe 2.0 x16","1280 MB, GDDR5, 320 bit","608 MHz","837 MHz","448 / 56 / 40","NVIDIA","Desktop"
"GeForce GTX 480","GF100","Mar 2010","PCIe 2.0 x16","1536 MB, GDDR5, 384 bit","701 MHz","924 MHz","480 / 60 / 48","NVIDIA","Desktop"
"GeForce GTX 275 PhysX Edition","GT200B","Feb 2010","PCIe 2.0 x16","896 MB, GDDR3, 448 bit","633 MHz","1134 MHz","240 / 80 / 28","NVIDIA","Desktop"
"GeForce GT 320 OEM","GT215","Feb 2010","PCIe 2.0 x16","1024 MB, GDDR3, 128 bit","540 MHz","790 MHz","72 / 24 / 8","NVIDIA","Desktop"
"GeForce GT 330 OEM","G92","Feb 2010","PCIe 2.0 x16","256 MB, DDR2, 128 bit","500 MHz","510 MHz","112 / 56 / 16","NVIDIA","Desktop"
"GeForce GT 330 OEM","GT215","Feb 2010","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","550 MHz","1000 MHz","96 / 32 / 8","NVIDIA","Desktop"
"GeForce GT 340 OEM","GT215","Feb 2010","PCIe 2.0 x16","1024 MB, GDDR3, 128 bit","550 MHz","850 MHz","96 / 32 / 8","NVIDIA","Desktop"
"GeForce GT 220","G94","Jan 2010","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","600 MHz","700 MHz","48 / 24 / 16","NVIDIA","Desktop"
"GeForce GTX 260 OEM","GT200B","Dec 2009","PCIe 2.0 x16","1792 MB, GDDR3, 448 bit","518 MHz","1008 MHz","192 / 64 / 28","NVIDIA","Desktop"
"GeForce 310 OEM","GT218","Nov 2009","PCIe 2.0 x16","512 MB, DDR2, 64 bit","589 MHz","333 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 205 OEM","GT218","Nov 2009","PCIe 2.0 x16","512 MB, DDR2, 64 bit","589 MHz","400 MHz","8 / 4 / 4","NVIDIA","Desktop"
"GeForce GT 240","GT215","Nov 2009","PCIe 2.0 x16","1024 MB, GDDR5, 128 bit","550 MHz","850 MHz","96 / 32 / 8","NVIDIA","Desktop"
"GeForce 210","GT218","Oct 2009","PCIe 2.0 x16","512 MB, DDR3, 64 bit","520 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 210 PCI","GT216","Oct 2009","PCI","512 MB, DDR2, 64 bit","475 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce GT 220 OEM","GT216","Oct 2009","PCIe 2.0 x16","512 MB, DDR2, 128 bit","615 MHz","1000 MHz","48 / 16 / 8","NVIDIA","Desktop"
"GeForce GT 220 OEM","GT215","Oct 2009","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","506 MHz","700 MHz","48 / 16 / 8","NVIDIA","Desktop"
"GeForce GT 230","G94B","Oct 2009","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","650 MHz","900 MHz","48 / 24 / 16","NVIDIA","Desktop"
"GeForce GT 230 OEM","G92B","Oct 2009","PCIe 2.0 x16","1536 MB, DDR2, 192 bit","500 MHz","500 MHz","96 / 48 / 12","NVIDIA","Desktop"
"GeForce 210 OEM","GT216","Sep 2009","PCIe 2.0 x16","1024 MB, DDR2, 64 bit","475 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce G210 OEM Rev. 2","GT218","Aug 2009","PCIe 2.0 x16","128 MB, DDR2, 64 bit","589 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce GTS 240 OEM","G92B","Jul 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","675 MHz","1100 MHz","112 / 56 / 16","NVIDIA","Desktop"
"GeForce 9600 GTX","G92","May 2009","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","580 MHz","700 MHz","96 / 48 / 16","NVIDIA","Desktop"
"GeForce G210 OEM","G96C","May 2009","PCIe 1.0 x16","512 MB, DDR2, 64 bit","550 MHz","504 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce G100 OEM","G98","Mar 2009","PCIe 2.0 x16","256 MB, DDR2, 64 bit","540 MHz","400 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce GT 120 OEM","G96C","Mar 2009","PCIe 2.0 x16","512 MB, DDR2, 128 bit","738 MHz","504 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce GT 130 OEM","G94B","Mar 2009","PCIe 2.0 x16","512 MB, DDR2, 192 bit","500 MHz","500 MHz","48 / 24 / 12","NVIDIA","Desktop"
"GeForce GT 140 OEM","G94B","Mar 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","650 MHz","900 MHz","64 / 32 / 16","NVIDIA","Desktop"
"GeForce GTS 150 OEM","G92","Mar 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","738 MHz","1000 MHz","128 / 64 / 16","NVIDIA","Desktop"
"GeForce GTS 250","G92B","Mar 2009","PCIe 2.0 x16","1024 MB, GDDR3, 256 bit","702 MHz","1000 MHz","128 / 64 / 16","NVIDIA","Desktop"
"GeForce GT 120 Mac Edition","G96C","Jan 2009","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","550 MHz","800 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 9800 GTX+","G92B","Jan 2009","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","738 MHz","1100 MHz","128 / 64 / 16","NVIDIA","Desktop"
"GeForce GTX 275","GT200B","Jan 2009","PCIe 2.0 x16","896 MB, GDDR3, 448 bit","633 MHz","1134 MHz","240 / 80 / 28","NVIDIA","Desktop"
"GeForce GTX 285 Mac Edition","GT200B","Jan 2009","PCIe 2.0 x16","1024 MB, GDDR3, 512 bit","648 MHz","1242 MHz","240 / 80 / 32","NVIDIA","Desktop"
"GeForce GTX 295","GT200B","Jan 2009","PCIe 2.0 x16","896 MB x2, GDDR3, 448 bit x2","576 MHz","999 MHz","240 x2 / 80 x2 / 28 x2","NVIDIA","Desktop"
"GeForce GTX 285","GT200B","Dec 2008","PCIe 2.0 x16","1024 MB, GDDR3, 512 bit","648 MHz","1242 MHz","240 / 80 / 32","NVIDIA","Desktop"
"GeForce 9600 GT Mac Edition","G94","Dec 2008","PCIe 2.0 x16","1024 MB, DDR2, 256 bit","600 MHz","266 MHz","64 / 32 / 16","NVIDIA","Desktop"
"GeForce GT 130 Mac Edition","G94B","Dec 2008","PCIe 2.0 x16","512 MB, GDDR3, 192 bit","600 MHz","792 MHz","48 / 24 / 12","NVIDIA","Desktop"
"GeForce GTX 260 Core 216 Rev. 2","GT200B","Nov 2008","PCIe 2.0 x16","896 MB, GDDR3, 448 bit","576 MHz","999 MHz","216 / 72 / 28","NVIDIA","Desktop"
"GeForce 9600 GSO 512","G94","Oct 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","650 MHz","900 MHz","48 / 24 / 16","NVIDIA","Desktop"
"GeForce GTX 260 Core 216","GT200","Sep 2008","PCIe 2.0 x16","896 MB, GDDR3, 448 bit","576 MHz","999 MHz","216 / 72 / 28","NVIDIA","Desktop"
"GeForce 9400 GT PCI","G96C","Aug 2008","PCI","256 MB, DDR2, 128 bit","550 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 9400 GT Rev. 2","G96C","Aug 2008","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","550 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 9400 GT","G86","Aug 2008","PCIe 2.0 x16","128 MB, DDR2, 64 bit","459 MHz","600 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 9500 GT","G96C","Jul 2008","PCIe 2.0 x16","512 MB, GDDR3, 128 bit","550 MHz","800 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 9600 GS OEM","G94","Jul 2008","PCIe 2.0 x16","768 MB, DDR2, 192 bit","500 MHz","1000 MHz","48 / 24 / 12","NVIDIA","Desktop"
"GeForce GTX 260 Rev. 2","GT200B","Jul 2008","PCIe 2.0 x16","896 MB, GDDR3, 448 bit","576 MHz","999 MHz","192 / 64 / 28","NVIDIA","Desktop"
"GeForce 9800 GT","G92","Jul 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","600 MHz","900 MHz","112 / 56 / 16","NVIDIA","Desktop"
"GeForce GTX 260","GT200","Jun 2008","PCIe 2.0 x16","896 MB, GDDR3, 448 bit","576 MHz","999 MHz","192 / 64 / 28","NVIDIA","Desktop"
"GeForce GTX 280","GT200","Jun 2008","PCIe 2.0 x16","1024 MB, GDDR3, 512 bit","602 MHz","1107 MHz","240 / 80 / 32","NVIDIA","Desktop"
"GeForce 9300 GE","G98","Jun 2008","PCIe 2.0 x16","256 MB, DDR2, 64 bit","540 MHz","400 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce 9300 GS","G98","Jun 2008","PCIe 2.0 x16","512 MB, DDR2, 64 bit","567 MHz","333 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce 9300 SE","G98","Jun 2008","PCIe 2.0 x16","256 MB, DDR2, 64 bit","540 MHz","400 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce 9600 GSO","G92","Apr 2008","PCIe 2.0 x16","384 MB, GDDR3, 192 bit","550 MHz","800 MHz","96 / 48 / 12","NVIDIA","Desktop"
"GeForce 9800 GTX","G92","Mar 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","675 MHz","1100 MHz","128 / 64 / 16","NVIDIA","Desktop"
"GeForce 9800 GX2","G92","Mar 2008","PCIe 2.0 x16","512 MB x2, GDDR3, 256 bit x2","600 MHz","1000 MHz","128 x2 / 64 x2 / 16 x2","NVIDIA","Desktop"
"GeForce 9600 GT","G94","Feb 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","650 MHz","900 MHz","64 / 32 / 16","NVIDIA","Desktop"
"GeForce 8800 GT Mac Edition","G92","Feb 2008","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","600 MHz","900 MHz","112 / 56 / 16","NVIDIA","Desktop"
"GeForce 8800 GS","G92","Jan 2008","PCIe 1.0 x16","384 MB, GDDR3, 192 bit","550 MHz","800 MHz","96 / 48 / 12","NVIDIA","Desktop"
"GeForce 8800 GS Mac Edition","G92","Jan 2008","MXM-HE","512 MB, GDDR3, 256 bit","500 MHz","799 MHz","64 / 32 / 16","NVIDIA","Desktop"
"GeForce 6200 PCI","NV44 A2","Jan 2008","PCI","256 MB, DDR2, 64 bit","280 MHz","200 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 8800 GTS 512","G92","Dec 2007","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","650 MHz","820 MHz","128 / 64 / 16","NVIDIA","Desktop"
"GeForce 8400","G98","Dec 2007","PCIe 2.0 x16","256 MB, DDR2, 64 bit","540 MHz","500 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce 8400 GS Rev. 2","G98","Dec 2007","PCIe 2.0 x16","512 MB, DDR2, 64 bit","567 MHz","400 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce 8800 GTS Core 112","G80","Nov 2007","PCIe 1.0 x16","640 MB, GDDR3, 320 bit","500 MHz","800 MHz","112 / 28 / 20","NVIDIA","Desktop"
"GeForce 8800 GT","G92","Oct 2007","PCIe 2.0 x16","512 MB, GDDR3, 256 bit","600 MHz","900 MHz","112 / 56 / 16","NVIDIA","Desktop"
"GeForce 8600 GTS Mac Edition","G84","Sep 2007","PCIe 1.0 x16","512 MB, GDDR3, 128 bit","675 MHz","1008 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 8800 Ultra","G80","May 2007","PCIe 1.0 x16","768 MB, GDDR3, 384 bit","612 MHz","1080 MHz","128 / 32 / 24","NVIDIA","Desktop"
"GeForce 8300 GS","G86","Apr 2007","PCIe 2.0 x16","128 MB, DDR2, 64 bit","459 MHz","400 MHz","8 / 8 / 4","NVIDIA","Desktop"
"GeForce 8400 GS","G86","Apr 2007","PCIe 1.0 x16","256 MB, DDR2, 64 bit","459 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 8400 GS PCI","GT218","Apr 2007","PCI","512 MB, DDR3, 64 bit","520 MHz","500 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 8500 GT","G86","Apr 2007","PCIe 1.0 x16","256 MB, GDDR3, 128 bit","459 MHz","400 MHz","16 / 8 / 4","NVIDIA","Desktop"
"GeForce 8600 GS","G84","Apr 2007","PCIe 1.0 x16","512 MB, DDR2, 128 bit","540 MHz","400 MHz","16 / 8 / 8","NVIDIA","Desktop"
"GeForce 8600 GT","G84","Apr 2007","PCIe 1.0 x16","512 MB, GDDR3, 128 bit","540 MHz","700 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 8600 GT Mac Edition","G84","Apr 2007","PCIe 1.0 x16","128 MB, GDDR3, 128 bit","600 MHz","750 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 8600 GTS","G84","Apr 2007","PCIe 1.0 x16","256 MB, GDDR3, 128 bit","675 MHz","1000 MHz","32 / 16 / 8","NVIDIA","Desktop"
"GeForce 7950 GT AGP","G71","Apr 2007","AGP 8x","512 MB, GDDR3, 256 bit","550 MHz","700 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 8800 GTS 320","G80","Feb 2007","PCIe 1.0 x16","320 MB, GDDR3, 320 bit","513 MHz","792 MHz","96 / 24 / 20","NVIDIA","Desktop"
"GeForce 7600 GT AGP","G73","Jan 2007","AGP 8x","256 MB, GDDR3, 128 bit","560 MHz","700 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 8800 GTS 640","G80","Nov 2006","PCIe 1.0 x16","640 MB, GDDR3, 320 bit","513 MHz","792 MHz","96 / 24 / 20","NVIDIA","Desktop"
"GeForce 8800 GTX","G80","Nov 2006","PCIe 1.0 x16","768 MB, GDDR3, 384 bit","576 MHz","900 MHz","128 / 32 / 24","NVIDIA","Desktop"
"GeForce 7900 GTO","G71","Oct 2006","PCIe 1.0 x16","512 MB, GDDR3, 256 bit","650 MHz","660 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 7800 GS+ AGP","G71","Sep 2006","AGP 8x","512 MB, GDDR3, 256 bit","450 MHz","625 MHz","16 / 8 / 16 / 8","NVIDIA","Desktop"
"GeForce 7600 GT Mac Edition","G73","Sep 2006","PCIe 1.0 x16","256 MB, GDDR3, 128 bit","500 MHz","598 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 7300 GT Mac Edition","G73","Aug 2006","PCIe 1.0 x16","128 MB, GDDR3, 128 bit","350 MHz","500 MHz","8 / 5 / 8 / 4","NVIDIA","Desktop"
"GeForce 7100 GS","NV44 B2","Aug 2006","PCIe 1.0 x16","128 MB, DDR2, 64 bit","350 MHz","350 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 7950 GT","G71","Aug 2006","PCIe 1.0 x16","512 MB, GDDR3, 256 bit","550 MHz","700 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 7600 GS AGP","G73","Jul 2006","AGP 8x","256 MB, DDR2, 128 bit","400 MHz","400 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 7600 GS AGP","G71","Jul 2006","AGP 8x","256 MB, GDDR3, 128 bit","400 MHz","725 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 7950 GX2","G71","Jun 2006","PCIe 1.0 x16","512 MB x2, GDDR3, 256 bit x2","500 MHz","600 MHz","24 x2 / 8 x2 / 24 x2 / 16 x2","NVIDIA","Desktop"
"GeForce 7300 GT","G73","May 2006","PCIe 1.0 x16","128 MB, DDR2, 128 bit","350 MHz","325 MHz","8 / 5 / 8 / 4","NVIDIA","Desktop"
"GeForce 7900 GS","G71","May 2006","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","450 MHz","660 MHz","20 / 7 / 20 / 16","NVIDIA","Desktop"
"GeForce 7900 GX2","G71","Apr 2006","PCIe 1.0 x16","512 MB x2, GDDR3, 256 bit x2","500 MHz","600 MHz","24 x2 / 8 x2 / 24 x2 / 16 x2","NVIDIA","Desktop"
"GeForce 7900 GS AGP","G71","Apr 2006","AGP 8x","256 MB, GDDR3, 256 bit","450 MHz","660 MHz","20 / 7 / 20 / 16","NVIDIA","Desktop"
"GeForce 7300 LE","G72","Mar 2006","PCIe 1.0 x16","128 MB, DDR2, 64 bit","350 MHz","333 MHz","8 / 5 / 8 / 4","NVIDIA","Desktop"
"GeForce 7300 SE","G72","Mar 2006","PCIe 1.0 x16","256 MB, DDR2, 64 bit","350 MHz","333 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 7350 LE","G72","Mar 2006","PCIe 1.0 x16","128 MB, DDR2, 64 bit","450 MHz","400 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 7500 LE","G72","Mar 2006","PCIe 1.0 x16","64 MB, DDR2, 64 bit","475 MHz","405 MHz","8 / 5 / 8 / 4","NVIDIA","Desktop"
"GeForce 7600 GS","G73","Mar 2006","PCIe 1.0 x16","256 MB, DDR2, 128 bit","400 MHz","400 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 7600 LE","G73","Mar 2006","PCIe 1.0 x16","256 MB, DDR2, 128 bit","400 MHz","400 MHz","8 / 5 / 8 / 4","NVIDIA","Desktop"
"GeForce 7650 GS","G73","Mar 2006","PCIe 1.0 x16","256 MB, DDR2, 128 bit","450 MHz","400 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 7600 GT","G73","Mar 2006","PCIe 1.0 x16","256 MB, GDDR3, 128 bit","560 MHz","700 MHz","12 / 5 / 12 / 8","NVIDIA","Desktop"
"GeForce 7900 GT","G71","Mar 2006","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","450 MHz","660 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 7900 GTX","G71","Mar 2006","PCIe 1.0 x16","512 MB, GDDR3, 256 bit","650 MHz","800 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 7800 GS AGP","G71","Feb 2006","AGP 8x","256 MB, GDDR3, 256 bit","375 MHz","600 MHz","16 / 8 / 16 / 8","NVIDIA","Desktop"
"GeForce 7200 GS","G72","Jan 2006","PCIe 1.0 x16","128 MB, DDR2, 64 bit","450 MHz","334 MHz","2 / 2 / 4 / 2","NVIDIA","Desktop"
"GeForce 7300 GS","G72","Jan 2006","PCIe 1.0 x16","256 MB, DDR2, 64 bit","450 MHz","400 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 7300 GS Low Profile","G72","Jan 2006","PCIe 1.0 x16","256 MB, DDR2, 64 bit","450 MHz","400 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6800 GS","NV40","Dec 2005","AGP 8x","128 MB, GDDR3, 256 bit","350 MHz","500 MHz","12 / 5 / 12 / 12","NVIDIA","Desktop"
"GeForce 7800 GTX 512","G70","Nov 2005","PCIe 1.0 x16","512 MB, GDDR3, 256 bit","550 MHz","850 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 6800 GS","NV41","Nov 2005","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","425 MHz","500 MHz","12 / 5 / 12 / 12","NVIDIA","Desktop"
"GeForce 6500","NV44 A2","Oct 2005","PCIe 1.0 x16","128 MB, DDR2, 128 bit","400 MHz","333 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6800 XE","NV40","Sep 2005","AGP 8x","256 MB, DDR2, 128 bit","275 MHz","266 MHz","8 / 3 / 8 / 8","NVIDIA","Desktop"
"GeForce 6800 XT","NV40","Sep 2005","AGP 8x","256 MB, DDR, 256 bit","325 MHz","350 MHz","8 / 4 / 8 / 8","NVIDIA","Desktop"
"GeForce 6800 XT","NV41","Sep 2005","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","425 MHz","500 MHz","8 / 4 / 8 / 8","NVIDIA","Desktop"
"GeForce 6800 XT","NV48","Sep 2005","AGP 8x","256 MB, DDR, 128 bit","300 MHz","266 MHz","8 / 4 / 8 / 8","NVIDIA","Desktop"
"GeForce 6800 XT","NV42","Sep 2005","AGP 8x","256 MB, GDDR3, 256 bit","450 MHz","600 MHz","12 / 5 / 12 / 12","NVIDIA","Desktop"
"GeForce 7800 GT","G70","Aug 2005","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","400 MHz","500 MHz","20 / 7 / 20 / 16","NVIDIA","Desktop"
"GeForce 7800 GT Dual","G70","Aug 2005","PCIe 1.0 x16","256 MB x2, GDDR3, 256 bit x2","400 MHz","500 MHz","20 x2 / 7 x2 / 20 x2 / 16 x2","NVIDIA","Desktop"
"GeForce 7800 GTX","G70","Jun 2005","PCIe 1.0 x16","256 MB, GDDR3, 256 bit","430 MHz","600 MHz","24 / 8 / 24 / 16","NVIDIA","Desktop"
"GeForce 6200 AGP","NV44 A1","Apr 2005","AGP 8x","128 MB, DDR, 64 bit","350 MHz","250 MHz","4 / 2 / 4 / 4","NVIDIA","Desktop"
"GeForce 6200 AGP","NV44 A1","Apr 2005","AGP 8x","256 MB, DDR2, 64 bit","350 MHz","266 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6200 LE","NV44 A2","Apr 2005","PCIe 1.0 x16","64 MB, DDR2, 32 bit","350 MHz","266 MHz","2 / 1 / 2 / 2","NVIDIA","Desktop"
"GeForce 6200 LE","NV44 A2","Apr 2005","PCIe 1.0 x16","128 MB, DDR, 64 bit","350 MHz","200 MHz","2 / 1 / 2 / 2","NVIDIA","Desktop"
"GeForce 6200 LE AGP","NV44 A1","Apr 2005","AGP 8x","128 MB, DDR, 64 bit","350 MHz","266 MHz","2 / 1 / 2 / 2","NVIDIA","Desktop"
"GeForce 6800 LE","NV41","Jan 2005","PCIe 1.0 x16","128 MB, DDR, 256 bit","325 MHz","300 MHz","8 / 4 / 8 / 8","NVIDIA","Desktop"
"GeForce 6600 LE","NV43","Jan 2005","PCIe 1.0 x16","256 MB, DDR, 128 bit","300 MHz","200 MHz","4 / 3 / 4 / 4","NVIDIA","Desktop"
"GeForce 6600 LE AGP","NV43","Jan 2005","AGP 8x","128 MB, DDR, 128 bit","300 MHz","200 MHz","4 / 3 / 4 / 4","NVIDIA","Desktop"
"GeForce 6600 VE","NV43","Jan 2005","PCIe 1.0 x16","128 MB, GDDR3, 128 bit","350 MHz","350 MHz","4 / 2 / 4 / 4","NVIDIA","Desktop"
"GeForce 6200 SE TurboCache™","NV44 A2","Dec 2004","PCIe 1.0 x16","64 MB, DDR, 64 bit","350 MHz","250 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6200 TurboCache™","NV44 B2","Dec 2004","PCIe 1.0 x16","64 MB, DDR, 64 bit","350 MHz","350 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6600 GT AGP","NV43","Nov 2004","AGP 8x","128 MB, GDDR3, 128 bit","500 MHz","475 MHz","8 / 3 / 8 / 4","NVIDIA","Desktop"
"GeForce 6610 XL","NV43","Nov 2004","PCIe 1.0 x16","128 MB, GDDR3, 128 bit","400 MHz","400 MHz","8 / 3 / 8 / 4","NVIDIA","Desktop"
"GeForce 6700 XL","NV43","Nov 2004","PCIe 1.0 x16","128 MB, GDDR3, 128 bit","525 MHz","550 MHz","8 / 3 / 8 / 4","NVIDIA","Desktop"
"GeForce 6800","NV41","Nov 2004","PCIe 1.0 x16","256 MB, DDR, 256 bit","325 MHz","350 MHz","12 / 5 / 12 / 12","NVIDIA","Desktop"
"GeForce 6200","NV43","Oct 2004","PCIe 1.0 x16","128 MB, DDR, 128 bit","300 MHz","275 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6200 LE AGP 512 MB","NV44 A1","Oct 2004","AGP 8x","512 MB, DDR2, 128 bit","300 MHz","275 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce 6200 LE PCI","NV43","Oct 2004","PCI","256 MB, DDR, 64 bit","300 MHz","266 MHz","4 / 3 / 4 / 2","NVIDIA","Desktop"
"GeForce FX 5700 EP","NV36","Sep 2004","AGP 8x","128 MB, DDR, 64 bit","425 MHz","200 MHz","4 / 3 / 4 / 4","NVIDIA","Desktop"
"GeForce FX 5700 VE","NV36","Sep 2004","AGP 8x","128 MB, DDR, 128 bit","425 MHz","275 MHz","4 / 3 / 4 / 4","NVIDIA","Desktop"
"GeForce 6600","NV43","Aug 2004","PCIe 1.0 x16","128 MB, DDR, 128 bit","300 MHz","250 MHz","8 / 3 / 8 / 4","NVIDIA","Desktop"
"GeForce 6600 GT","NV43","Aug 2004","PCIe 1.0 x16","256 MB, GDDR3, 128 bit","500 MHz","500 MHz","8 / 3 / 8 / 4","NVIDIA","Desktop"
"GeForce 6600 GT Dual","NV43","Aug 2004","PCIe 1.0 x16","128 MB x2, GDDR3, 128 bit x2","450 MHz","500 MHz","8 x2 / 3 x2 / 8 x2 / 4 x2","NVIDIA","Desktop"
